reply_uri,reply_cid,original_post_uri,original_post_text,original_post_author_handle,reply_text,reply_created_at,reply_reply_count,reply_repost_count,reply_like_count,reply_indexed_at,reply_author_handle,reply_author_display_name,reply_author_did,palavras_encontradas,contagem_palavras
at://did:plc:kzwg2653vjiitnnfvqon3jic/app.bsky.feed.post/3ktmut76jkv2c,bafyreigrnwnkwb5h2uaxwpmynnqcu5cifwlz27nul2jlhrlk3b36c4kp74,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3ktmtxxmstv2c,"Pode disseminar fake news, né?

Então vou começar!

O TRASTE É UM LADRÃO DE JÓIAS E CORRUPTO !

Pera! Isso não é fake news!

😂😂",betabastos.bsky.social,A Fake seria dizer que o traste não roubou as jóias e nem é Genocida.,2024-05-29T12:14:46Z,0,0,0,2024-05-29T12:14:46Z,alessandroamorim.bsky.social,Alessandro (União e Reconstrução),did:plc:kzwg2653vjiitnnfvqon3jic,Genocida,1
at://did:plc:vsgoq2ekmf6n24wwvw6zvq6s/app.bsky.feed.post/3ktljrlgopo2b,bafyreigoalzjsinfoi3almddrs6fkaenlt3yfrmhybt26hdue3x5ynviy4,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3ktlgurqukc2g,"Romário foi um ótimo jogador, mas é uma pessima pessoa! Um político corrupto, um picareta!",betabastos.bsky.social,Verdade,2024-05-28T23:24:22Z,0,0,0,2024-05-28T23:24:22Z,hemersonaugusto.bsky.social,𝑯𝒆𝒎𝒆𝒓𝒔𝒐𝒏 𝑨𝒖𝒈𝒖𝒔𝒕𝒐,did:plc:vsgoq2ekmf6n24wwvw6zvq6s,Verdade,1
at://did:plc:4qpbx3ipxfdlg4wqyfb3nmb3/app.bsky.feed.post/3ktmixqrq7s2c,bafyreifaafmtbhqmk6tzzay4u4jgsuu7hvnib36bxqnt6xd7entbo7j2yi,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3ktlgurqukc2g,"Romário foi um ótimo jogador, mas é uma pessima pessoa! Um político corrupto, um picareta!",betabastos.bsky.social,"Que ele é um lixo de pessoa, a gente já sabia quando ele ainda jogava. Papo de mutar a televisão se fossem entrevistá-lo depois do jogo.",2024-05-29T08:44:08Z,0,0,0,2024-05-29T08:42:36Z,silvaeduardo78.bsky.social,ᗴᗞᑌᗩᖇᗞᝪ 📚🎵🎞️🎮🍺,did:plc:4qpbx3ipxfdlg4wqyfb3nmb3,Papo,1
at://did:plc:b7wfhg3wg46rj4yn5kruuirj/app.bsky.feed.post/3ktixkerb7o26,bafyreiexxn5mq6k47n6emyhjc3ro72nd7hqhhx3no36ogz5bml2oic7fty,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3ktiu6hurfn26,Quando você pensa que já viu de tudo!,betabastos.bsky.social,Maldito!,2024-05-27T22:52:54Z,0,0,0,2024-05-27T22:52:54Z,anacris24.bsky.social,Ana Cristina Pasini🚩🚩,did:plc:b7wfhg3wg46rj4yn5kruuirj,Maldito,1
at://did:plc:uivpa4op4rb6n6kbt5z6yosa/app.bsky.feed.post/3ktj4nvniuq2e,bafyreigciweiqmxg2dxqns4bzc5i6ijc3wdice2l66v66ypijikmhvbama,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3ktitakagbk2u,O nordestino não tem ressentimento,betabastos.bsky.social,Nordestino se existir.,2024-05-28T00:24:20Z,0,0,0,2024-05-28T00:24:20Z,lafuca.bsky.social,Lafayette Coutinho Moreira,did:plc:uivpa4op4rb6n6kbt5z6yosa,Nordestino,1
at://did:plc:5jktycp6o3ffyzs7acwnd4ge/app.bsky.feed.post/3ktbrkakpz22m,bafyreiavnybl55o6eryogp6x253k22g3evvv452neydpdua5x3yhfz2qne,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3ktb73kgyg22v,Mourão é cobrado por ausência na crise do RS: 'Sou um homem de 70 anos'…,betabastos.bsky.social,"Canalha, ordinário.",2024-05-25T02:16:48Z,0,0,1,2024-05-25T02:16:48Z,operariodobrasil.bsky.social,🚩🇧🇷 O Operário,did:plc:5jktycp6o3ffyzs7acwnd4ge,Canalha,1
at://did:plc:4jjjg7u3qknvtmwdidnhghzr/app.bsky.feed.post/3ktbbw32wyk2c,bafyreied6ih5ess5jm3ddjrr6z7ta4pglsc36e2elfrl3s7i3onbjtcsqy,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3ktb73kgyg22v,Mourão é cobrado por ausência na crise do RS: 'Sou um homem de 70 anos'…,betabastos.bsky.social,"Homem não, canalha, vagabundo e, como todo militar, covarde.",2024-05-24T21:37:05Z,0,0,0,2024-05-24T21:37:05Z,mmdonn.bsky.social,Max Moreira,did:plc:4jjjg7u3qknvtmwdidnhghzr,Homem,1
at://did:plc:x3iq5oxl3suv7zsoq5fd6mmz/app.bsky.feed.post/3ktal4skebc2e,bafyreib2yokocovj6e4xblwoxwfzq7qzviuqregaezk2ps2nim6mrwuv5m,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3ktahkqvpws2z,"Uma mulher jogou ácido em outra mulher por causa de homem!

Mas o alecrim dourado foi poupado!

Mulher suspeita de jogar ácido em jovem no Paraná é presa pela PM | Norte e Noroeste | G1",betabastos.bsky.social,Nojo dessa rivalidade que alimentam entre mulheres . Já não bastam tantas mazelas humanas? Pqp!,2024-05-24T14:49:15Z,0,1,2,2024-05-24T14:49:15Z,andreaad76.bsky.social,Andrea Bella de Oyá🔺♀☭⚡️✊🏼🚩❤️‍🔥♉️🍁🐈‍⬛🐈,did:plc:x3iq5oxl3suv7zsoq5fd6mmz,Nojo,1
at://did:plc:es22tm446jo3dpprxlumfvhk/app.bsky.feed.post/3kt5rprjrbd2t,bafyreibarwklk3a5uzvfzmacdfnkpucnpxi2ss476preom3ikwhawid5ai,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3kt5rme5gj223,Não canso de ver as bofetadas que o Fernando Haddad deu na cara do deputado Abílio Brunini.,betabastos.bsky.social,"Bom dia, foi linda a Lapada do Ministro...",2024-05-23T12:09:15Z,0,0,1,2024-05-23T12:09:15Z,markinhosoares.bsky.social,Markinho Soares ★彡,did:plc:es22tm446jo3dpprxlumfvhk,Lapada,1
at://did:plc:b7wfhg3wg46rj4yn5kruuirj/app.bsky.feed.post/3kt3qilw3yz24,bafyreigihx4zconbj7ppy3edmxyskxvz6oexkftdp47a445uglgaq2wsby,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3kt3im2gkkl2b,Tarcisio quer aprovar hoje na ALESP projeto que amplia a militarização das escolas estaduais. Isto é intimidação sobre professores e alunos!,betabastos.bsky.social,Canalha!,2024-05-22T16:42:02Z,0,0,0,2024-05-22T16:42:01Z,anacris24.bsky.social,Ana Cristina Pasini🚩🚩,did:plc:b7wfhg3wg46rj4yn5kruuirj,Canalha,1
at://did:plc:b7wfhg3wg46rj4yn5kruuirj/app.bsky.feed.post/3kt3m7aszsr2o,bafyreig3pakhfstkhzadpi27yxk2dhqydveoy5jp4egxmloutx5ajtbh7q,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3kt3iky2ma42l,"Essa é a cara do assassino!

Marcela Luise, de 31 anos, espancada pelo companheiro, o fisiculturista Igor Porto Galvão, morreu na noite da última segunda-feira (20), em Aparecida de Goiânia.

IGOR PORTO GALVÃO é o nome dele!",betabastos.bsky.social,Canalha! FDP! Assassino! Cadeia já!,2024-05-22T15:25:13Z,0,0,0,2024-05-22T15:25:13Z,anacris24.bsky.social,Ana Cristina Pasini🚩🚩,did:plc:b7wfhg3wg46rj4yn5kruuirj,Canalha,1
at://did:plc:b7wfhg3wg46rj4yn5kruuirj/app.bsky.feed.post/3ksk6og3jsb24,bafyreifgsicmlieu22jxdju34a4ylv5jbtdzavmietwc3aszys4svrpusa,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3ksjwsxfdbe2e,"O povo tá com fome, tá com frio, tá de luto! Mas o governador está preocupado com o lucro!",betabastos.bsky.social,FDP! Irresponsável! Incompetente!,2024-05-15T17:07:53Z,0,0,3,2024-05-15T17:07:53Z,anacris24.bsky.social,Ana Cristina Pasini🚩🚩,did:plc:b7wfhg3wg46rj4yn5kruuirj,Incompetente,1
at://did:plc:pgwzonu6pfmbfqzstag6tshd/app.bsky.feed.post/3ks5f4hp7pb27,bafyreigsym3npw63pay5vlc6lijzgpstlah3jrmsodcgycnanymcg6fhke,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3ks5bvydv4m2o,"O problema do prefeito de Farroupilha Fabiano Feltrin não é ele ser fã do Elvis, o problema é ele ser aliado do Traste!
Isso sim diz muito sobre ele !",betabastos.bsky.social,"Elvis deve se remoer no túmulo com um traste destes.Criminoso, a CGU deveria fazer um pente fino em suas contas. Deve ter muita coisa errada em sua administração.",2024-05-10T14:59:23Z,0,0,2,2024-05-10T14:58:31Z,grigoryevichz.bsky.social,Grigoryevich,did:plc:pgwzonu6pfmbfqzstag6tshd,Criminoso,1
at://did:plc:uusaqc3bs4wtnjna7fvtcfyi/app.bsky.feed.post/3krteotxalc22,bafyreicbemzhhwzysgfwy6h7kd62foszjr5hiwrgkz3tcdbgafokyp54b4,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3krtchkqybl2s,Apodrecendo em vida!,betabastos.bsky.social,Verdade!,2024-05-06T15:24:16Z,0,0,0,2024-05-06T15:24:16Z,cleria.bsky.social,NA,did:plc:uusaqc3bs4wtnjna7fvtcfyi,Verdade,1
at://did:plc:zdlrrcye74gixy4anhgmt25q/app.bsky.feed.post/3krtf7qlmnu2b,bafyreighylewo4nnix53rno4fxja5kezphbshoimof4nuexr4lx55hmhwe,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3krtcbmjdje27,Um grande FILHO DA PUTA isso sim!,betabastos.bsky.social,Canalha!,2024-05-06T15:33:43Z,0,0,1,2024-05-06T15:33:43Z,schulergirassol.bsky.social,Schuler,did:plc:zdlrrcye74gixy4anhgmt25q,Canalha,1
at://did:plc:oqow4z6k7xeaa3jicq7farr6/app.bsky.feed.post/3krtwj3r75d2s,bafyreifq53ocul4uv6yb7og7w4qh7wha7rlsxwbedezwc6thy5es725yfy,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3krtcbmjdje27,Um grande FILHO DA PUTA isso sim!,betabastos.bsky.social,Nojo! 🤮,2024-05-06T20:43:10Z,0,0,1,2024-05-06T20:43:10Z,luizantvieira.bsky.social,LA Vieira 🚩,did:plc:oqow4z6k7xeaa3jicq7farr6,Nojo,1
at://did:plc:ph34le6pzeer6f6c5iau4h4d/app.bsky.feed.post/3kromu7fo7h2u,bafyreifk6we26bz2rlektjddk5nrfar6ihxldg2xwkl7npeebqsbp2vqzy,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3krnsgpxkni2d,"Quando vc pensa que já viu de tudo!

Esse Lucinho Barreto é um Nóia tarado da desgraça e ainda diz que é pastor, um vagabundo desses. Deveria ser preso essa bandido. 🤮🤮🤮",betabastos.bsky.social,Nojo,2024-05-04T18:07:07Z,0,0,0,2024-05-04T18:07:07Z,idangel.bsky.social,😻angel-in-BSky🌻,did:plc:ph34le6pzeer6f6c5iau4h4d,Nojo,1
at://did:plc:juqefnbqwvnertedjwu3d5rb/app.bsky.feed.post/3kro3ieu4ed2g,bafyreiakpt67qlsrtv2nd4klgfcerwed5iylnfvcdg2542nxqngmzfetdq,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3krnsdyp47m2a,"Todo dia um caso assim.
Todo dia vou postar!",betabastos.bsky.social,Bando de desgraçados,2024-05-04T12:56:17Z,0,0,1,2024-05-04T12:56:17Z,antibolso.bsky.social,Anti bolsominion,did:plc:juqefnbqwvnertedjwu3d5rb,Bando,1
at://did:plc:r7zflzofqltlflpsgjrswvm2/app.bsky.feed.post/3krlescwrpk2m,bafyreicrtk47sj6775duzjz5ubxddd3bffmbkumox2svrko4p3hpwduvwa,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3krleexvsk52x,Mas é tão divertido ver as pragas se atacando !,betabastos.bsky.social,Verdade …,2024-05-03T11:04:55Z,0,0,0,2024-05-03T11:04:55Z,riberto1958.bsky.social,@Riberto1958  🍷,did:plc:r7zflzofqltlflpsgjrswvm2,Verdade,1
at://did:plc:vsgoq2ekmf6n24wwvw6zvq6s/app.bsky.feed.post/3krlgcncmda2i,bafyreifaeeydrzdyi55jgzpjn5nbmshzr3i5i7len3b7sfptfj4azyxopq,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3krldyviquy2e,"Bom dia!

Sextou e não tive mais febre!

A dengue castiga o nosso corpo!

Vem vacina!

😉",betabastos.bsky.social,Verme,2024-05-03T11:34:00Z,0,0,0,2024-05-03T11:31:56Z,hemersonaugusto.bsky.social,𝑯𝒆𝒎𝒆𝒓𝒔𝒐𝒏 𝑨𝒖𝒈𝒖𝒔𝒕𝒐,did:plc:vsgoq2ekmf6n24wwvw6zvq6s,Verme,1
at://did:plc:uusaqc3bs4wtnjna7fvtcfyi/app.bsky.feed.post/3krliy6zha522,bafyreihafcy77yzst4asg67xu7im3lwjzqm6phw22xpstxszicdlrykmgu,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3krldyviquy2e,"Bom dia!

Sextou e não tive mais febre!

A dengue castiga o nosso corpo!

Vem vacina!

😉",betabastos.bsky.social,Nojo 🤢 Pervertido!!!,2024-05-03T12:19:47Z,0,0,0,2024-05-03T12:19:47Z,cleria.bsky.social,NA,did:plc:uusaqc3bs4wtnjna7fvtcfyi,Nojo,1
at://did:plc:j5rjwobg5fwfdl5hbxbugrbp/app.bsky.feed.post/3krli2aazop24,bafyreighqhljq6ghfrlnhbjbthbsvbxwstiku64gien4uuucyd764urjx4,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3krldyviquy2e,"Bom dia!

Sextou e não tive mais febre!

A dengue castiga o nosso corpo!

Vem vacina!

😉",betabastos.bsky.social,Nojo eterno,2024-05-03T12:03:01Z,0,0,0,2024-05-03T12:03:01Z,isisrc.bsky.social,ISIS R CARVALHO 🚩,did:plc:j5rjwobg5fwfdl5hbxbugrbp,Nojo,1
at://did:plc:7r6udcf6hwot4di6pqnqtndt/app.bsky.feed.post/3krlmi4zgzg2w,bafyreibaagggktpp5tdvmmaijjlisub5d34sevxdrivx3eshlgw27rxa2y,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3krldyviquy2e,"Bom dia!

Sextou e não tive mais febre!

A dengue castiga o nosso corpo!

Vem vacina!

😉",betabastos.bsky.social,Nojo,2024-05-03T13:22:23Z,0,0,0,2024-05-03T13:22:23Z,har-ley.bsky.social,NA,did:plc:7r6udcf6hwot4di6pqnqtndt,Nojo,1
at://did:plc:7uuwnzmtjiiuupgmmavf6rju/app.bsky.feed.post/3krempeo3jv2u,bafyreiadoumyqmp4bffxq7bpzupkb5ka3snd6ef6lhuq4i2zsuirgroadu,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3krejnz2cxw2m,Isso não existe!,betabastos.bsky.social,"Tarcínico moderado é crer no Papai Noel, na fada do dente e no coelhinho da páscoa. Acrescento: e no Saco Pererê.

As Orcrim Globo querendo parir outro Collor, outro Moro.

É de cair o c* da bunda!",2024-04-30T18:37:46Z,0,0,1,2024-04-30T18:37:46Z,luizotavio-rosario.bsky.social,Luiz Otávio Rosário 🚩,did:plc:7uuwnzmtjiiuupgmmavf6rju,Saco,1
at://did:plc:bvxzvzsqc6724mqq7kisfsts/app.bsky.feed.post/3kre3wgcm622u,bafyreicfgkyerbebt5brfmxj6seaiqb7cu4ittpu5ordxpww5gkwwn2kqi,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3krdwl3kjcd2v,Acho que tem alguém de saco cheio de levar a culpa sozinho … 🫢,betabastos.bsky.social,"Por que o Miliciano também não está preso?
Porque a prisão de Silvinei é porque ele estava intimidando testemunhas, quer dizer: obstruindo o processo (configurado motivo da prisão preventiva,  segundo o artigo 312 do CP Penal).
É isso que falta configurar,  no caso do Miliciano.",2024-04-30T13:37:30Z,0,0,1,2024-04-30T13:37:30Z,zegomes.bsky.social,ZÉ ANTIF4SCISTA🚩🚩🚩,did:plc:bvxzvzsqc6724mqq7kisfsts,Miliciano,2
at://did:plc:v4746iarxkfj6nr3qqert3l7/app.bsky.feed.post/3kr7je73i4c2k,bafyreiduci36qnp6g4gg46pasjae7rh7ae6lmmdpmuvdmjdcyfyj4wbpnq,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3kr7ij2stjt2x,Amo o nordeste!,betabastos.bsky.social,Aqui em Ribeirão Preto acredito que tenha tido gente! Aqui não falta vaca e boi chifrudo kkkk Dá nojo! Principalmente nessa época de Agrishow 🤮,2024-04-28T17:54:32Z,0,0,0,2024-04-28T17:54:32Z,cynthiacarvalho.bsky.social,Cy Carvalho,did:plc:v4746iarxkfj6nr3qqert3l7,Preto,1
at://did:plc:zasjjgoefxsi4ylunpvqrece/app.bsky.feed.post/3kr7l6bpecv2f,bafyreiecxgjlg7zgh3orwnnt3cycsgkjhpdcu2m6iixdxoksbfmnikncgi,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3kr7ib7wlb32t,"“Eu me afastei da política pq eu tive um insight epifânico em relação a q eu sou uma nulidade,minha opinião ñ vai alterar um milímetro da realidade.Eu detesto política, detesto militantes,seja da direita,seja da esquerda.” LOBÃO,2024

Na verdade ele ñ é nada.A pessoa q isenta não passa de um covarde",betabastos.bsky.social,"Poucas pessoas conseguem ser tão covardes em relação ao que falam, quanto esse inútil aí. Mas antes da covardia, era um baita machorão das redes, buscando todo tipo de joinha, em troca do ódio que destilava. Foi parte do problema e como nunca será sequer repreendido, continua a ser. Babaca inútil.",2024-04-28T18:27:01Z,0,0,0,2024-04-28T18:27:01Z,glaucoh.bsky.social,Glauco Nhaque,did:plc:zasjjgoefxsi4ylunpvqrece,Babaca,1
at://did:plc:gvouftnzqsteb4rzlvsjg7pt/app.bsky.feed.post/3kr7lt6dqzx2s,bafyreigppgu4qkek3cmwjfv6creckx7r2mtpowvaahafoz22jasabgahqi,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3kr7ib7wlb32t,"“Eu me afastei da política pq eu tive um insight epifânico em relação a q eu sou uma nulidade,minha opinião ñ vai alterar um milímetro da realidade.Eu detesto política, detesto militantes,seja da direita,seja da esquerda.” LOBÃO,2024

Na verdade ele ñ é nada.A pessoa q isenta não passa de um covarde",betabastos.bsky.social,"Covarde e cínico! Sabe que com o governo atual não vai rolar nem uma boquinha, mas não quer se sujar com que está no poder…",2024-04-28T18:38:43Z,0,0,1,2024-04-28T18:38:43Z,thinkerobell.bsky.social,Thinkerbell,did:plc:gvouftnzqsteb4rzlvsjg7pt,Covarde,1
at://did:plc:r2zxembmlc4hy75uxqbcg4vd/app.bsky.feed.post/3kr2nxjtoye2y,bafyreidcvrblyzxfyjl2mgtlqq66hog3x4xv33ysb2l6anh4rfqlsbead4,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3kr2nrpimi52t,"O problema não está nas belas bundas! O problema está na hipocrisia do cantor que prega DEUS, PÁTRIA e FAMÍLIA!

Para mim essa atitude dele não me surpreende, pq o cara já traiu a mulher zilhões de vezes e a mesma permanece com ele por puro inté financeiro. E foi ela mesma quem disse isso.",betabastos.bsky.social,Verdade !,2024-04-26T19:33:38Z,0,0,2,2024-04-26T19:33:38Z,phademelo.bsky.social,Paulo Melo,did:plc:r2zxembmlc4hy75uxqbcg4vd,Verdade,1
at://did:plc:b7wfhg3wg46rj4yn5kruuirj/app.bsky.feed.post/3kr36hruokp2e,bafyreif4rbrjowh36yoqplvturiovvs2wh52i6723moiwsq7zegzo3das4,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3kr2nrpimi52t,"O problema não está nas belas bundas! O problema está na hipocrisia do cantor que prega DEUS, PÁTRIA e FAMÍLIA!

Para mim essa atitude dele não me surpreende, pq o cara já traiu a mulher zilhões de vezes e a mesma permanece com ele por puro inté financeiro. E foi ela mesma quem disse isso.",betabastos.bsky.social,"Escroto é pouco
..",2024-04-27T00:29:04Z,0,0,0,2024-04-27T00:29:03Z,anacris24.bsky.social,Ana Cristina Pasini🚩🚩,did:plc:b7wfhg3wg46rj4yn5kruuirj,Escroto,1
at://did:plc:v43sp5e7g7scyjznqurqjp3w/app.bsky.feed.post/3kr22po5ys62r,bafyreia36dpixq5xpejks5emphhrehz7pqnelny52w5bumxa7juswzw3ui,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3kqzxdh2xqn2t,"Existem muitos brasileiros que moram em Portugal apoiando a extrema direita de lá.
Será que eles sabem q a extrema direita odeia imigrantes?",betabastos.bsky.social,"Com certeza que não sabe. 
Gado é gado, morando aqui ou lá, sempre será gado.",2024-04-26T13:49:13Z,0,0,1,2024-04-26T13:49:13Z,dosanjos.bsky.social,Норси М. Дос Анжос®,did:plc:v43sp5e7g7scyjznqurqjp3w,Gado,1
at://did:plc:skf6sioayvmjomylbfat243p/app.bsky.feed.post/3kqxxb2nokr2x,bafyreigdxyndsopbobgb44tk4o27ckcpvdg3egx2kkpubpp3ic7zfpxx54,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3kqxl2fnsyb2f,"O delegado Fábio Luiz Souza, disse ter convicção de q Erika já tinha percebido q o idoso estava morto quando tentou realizar o saque do dinheiro

Ele fez o q só um
Juíz pode fazer! Sentenciou Erika sem nem mesmo ter concluído as investigações

Erika continua presa indevidamente",betabastos.bsky.social,"Verdade amiga, foi uma infeliz declaração, principalmente hoje com o linchamento virtual. A sobrinha já foi noticiado, que apanhou na cadeia das detentas. Sim ela errou, tem direito ao julgamento igual a qualquer acusado. O maior mau é esse linchamento virtual, não afeta ela só, a família também.",2024-04-25T17:42:01Z,0,0,1,2024-04-25T17:42:01Z,adamed.bsky.social,Ada,did:plc:skf6sioayvmjomylbfat243p,Verdade,1
at://did:plc:7q3fdca36n4g4yelohv4ojyz/app.bsky.feed.post/3kquwavxhsk24,bafyreihyniyrgtm6xuobibxajut6xswqxu2f2wziknbl5mjdnlec2wvj7m,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3kqus63vghd2f,"Eu acredito que ela estava em um surto. Acredito q ela não percebeu q ele não estava morto, assim como a funcionária do Banco q ajudou a segurar a cabeça do Tio Paulo. Se ela estivesse dirigindo um Porche já estaria em casa.",betabastos.bsky.social,"Verdade, penso que ela é uma boa pessoa, com limitações cognitiva.",2024-04-24T12:46:03Z,0,0,0,2024-04-24T12:46:03Z,robalo13.bsky.social,Mara Robalo,did:plc:7q3fdca36n4g4yelohv4ojyz,Verdade,1
at://did:plc:wqllp3llplmln3asdsvdl23w/app.bsky.feed.post/3kqupjbfzk42l,bafyreibqrwgunw77tnrsegrrjdfr63fldvpzgpodjarrhr4tgypmq3hj4e,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3kqt7b34o6p2r,NA,betabastos.bsky.social,"Verdade.
Tb estudei em uma Escola com gente muito humilde. Onde a gde maioria dos pais não tinham condições de alimentar os filhos. E a merenda escolar era a única refeição de muitos.
Lembro da sopinha de fubá com couve. 
A merenda é sempre fundamental.
Sou muito grata sempre por tudo🙏🏼",2024-04-24T10:45:27Z,0,0,0,2024-04-24T10:45:27Z,paulinhaguedes.bsky.social,Paulinha Guedes👄,did:plc:wqllp3llplmln3asdsvdl23w,Verdade,1
at://did:plc:ruxq6kspnwuru6w6o6ksrhwd/app.bsky.feed.post/3kqtg3zggcd2f,bafyreibhz7q7eokqgw5nnhpcpcrj4zw3oov3heyf67n62e24p3rp24ciku,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3kqt7b34o6p2r,NA,betabastos.bsky.social,Fazer política com assunto tão sério e sensível é repugnante... ainda nas vindo de um Miliciano sem escrúpulos... a quem ele pensa que engana? Já não bastou tripudiar contra o Programa de Dignidade Menstrual?,2024-04-23T22:24:19Z,0,0,0,2024-04-23T22:24:19Z,jhsilva.bsky.social,JHSilva,did:plc:ruxq6kspnwuru6w6o6ksrhwd,Miliciano,1
at://did:plc:ifgm3wxapqfarj37wvvq7i4h/app.bsky.feed.post/3kqspmgyvo52k,bafyreig5e3klfibx5dg2vk5j5neesve3msd2s2qnfztrss4t2rmdisbkk4,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3kqsnkcqexf2w,Desse jeito,betabastos.bsky.social,"Verdade, não só quando mas também porque.",2024-04-23T15:41:56Z,0,0,1,2024-04-23T15:41:56Z,servioli.bsky.social,Serjão 🚩,did:plc:ifgm3wxapqfarj37wvvq7i4h,Verdade,1
at://did:plc:oqow4z6k7xeaa3jicq7farr6/app.bsky.feed.post/3kqq7pbicqs27,bafyreiefjhfp5zza2qfx7vdcq2lwljgxii2e4vlj76iea4m5egduhygz4e,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3kqq3mtaf5n2f,"Preso Goiás por colocar uma câmera,q enviava imagens em tempo real para um servidor,na tomada do banheiro da casa q ele alugava. 
2 semanas antes da família descobrir a câmera,ele foi até a casa dizendo q precisava pegar algo e pediu para utilizar o banheiro,aí que a instalou.",betabastos.bsky.social,Lixo!🤮,2024-04-22T15:51:50Z,0,0,1,2024-04-22T15:51:50Z,luizantvieira.bsky.social,LA Vieira 🚩,did:plc:oqow4z6k7xeaa3jicq7farr6,Lixo,1
at://did:plc:fkoxzizfphwta3lijsytx4ub/app.bsky.feed.post/3kqq36qom2q24,bafyreigurzggpr6w75dvsmhoxotdjlsq53u6rickfmjyvlbhpxxphuyev4,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3kqpy2dmkbg2k,São tão imbecis!,betabastos.bsky.social,"Gado é assim, sempre atras de um líder.",2024-04-22T14:31:02Z,0,0,0,2024-04-22T14:31:02Z,rodlinsjp.bsky.social,Rodrigo Lins 🚩🚩🚩,did:plc:fkoxzizfphwta3lijsytx4ub,Gado,1
at://did:plc:damvingswvt4d2qfg6nwybne/app.bsky.feed.post/3kqqa53fjh22b,bafyreihabsp4ictdv2nulsfnvtxb3mdmftqx2gaekfk4z2r4ohvjstgkaq,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3kqpy2dmkbg2k,São tão imbecis!,betabastos.bsky.social,"Puxa saco de milionário,que vergonha,mané.",2024-04-22T15:59:34Z,0,0,0,2024-04-22T15:59:34Z,zeca1946.bsky.social,Oséas Silva Matheus,did:plc:damvingswvt4d2qfg6nwybne,Puxa saco,1
at://did:plc:7fl5rza3daekkqzn4gc7oynt/app.bsky.feed.post/3kqq3uyxyoe2e,bafyreid5r27dmynrpzluscwle2kdwxstavc76234lyijguhfs2aobrg6cm,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3kqpy2dmkbg2k,São tão imbecis!,betabastos.bsky.social,Bando de dementes,2024-04-22T14:43:29Z,0,0,0,2024-04-22T14:43:29Z,bethk26.bsky.social,Beth K🍀,did:plc:7fl5rza3daekkqzn4gc7oynt,Bando,1
